it w0 w1 ww1 w2 ww2 w10 w11 ww11 w12 ww12 w20 w21 ww21 w22 ww22 e
391 -6.530477845555881 3.980562970285216 -0.6095362490195213 3.7944389511452172 -0.581035422044561 3.648087732250468 -1.5834242700705279 -0.4340422671506668 0 0.0 3.68628645056955 0 0.0 -1.5820108198155998 -0.42916111947056396 0.07119226675576606
392 -6.54797991080161 3.9873733939685363 -0.60894710250881 3.801550538351795 -0.5805684486112611 3.656123868685639 -1.5860348499870172 -0.4338022744719505 0 0.0 3.694657405326207 0 0.0 -1.5847923205967687 -0.4289416167009522 0.07101677440587513
393 -6.565484682103962 3.994190145384364 -0.6083618100993564 3.808671836894303 -0.5801052049174508 3.664151540533763 -1.588645701709643 -0.43356441024222003 0 0.0 3.703019146268196 0 0.0 -1.587573686030614 -0.4287241365280351 0.07084115157387717
394 -6.5829921011352095 4.0010132222988135 -0.6077803468135493 3.81580277962703 -0.5796456567172564 3.6721706949138087 -1.591256768486275 -0.43332864964318446 0 0.0 3.7113716040311022 0 0.0 -1.5903548531514027 -0.4285086547043795 0.07066540132282347
395 -6.6005021068574825 4.007842620731009 -0.607202687893566 3.822943297917952 -0.5791897701155444 3.6801812788342314 -1.593867993739787 -0.4330949681491439 0 0.0 3.719714709316769 0 0.0 -1.5931357593054645 -0.42829514729049983 0.07048952674854032
396 -6.618014635548535 4.014678334971302 -0.6066288087981154 3.8300933216776265 -0.578737511564927 3.6881832391988953 -1.5964793210748303 -0.432863341524647 0 0.0 3.728048392900678 0 0.0 -1.5959163421565723 -0.42808359065179397 0.07031353097915047
397 -6.635529620828032 4.021520357599527 -0.6060586851992217 3.83725277938799 -0.5782888478627797 3.6961765228130514 -1.5990906942845178 -0.43263374582215486 0 0.0 3.7363725856393493 0 0.0 -1.5986965396912203 -0.42787396145549533 0.07013741717458576
398 -6.653046993684355 4.028368679503313 -0.6054922929790496 3.8444215981310568 -0.5778437461482705 3.704161076389362 -1.6017020573570124 -0.43240615737970944 0 0.0 3.744687218477761 0 0.0 -1.6014762902238004 -0.427666236667641 0.06996118852609237
399 -6.6705666825019305 4.035223289896438 -0.60492960822677 3.851599703617517 -0.5774021738993991 3.7121368465539755 -1.6043133544820227 -0.4321805528186084 0 0.0 3.7529922224567867 0 0.0 -1.6042555324016776 -0.42746039355005605 0.06978484825572812
400 -6.688088613089029 4.042084176337225 -0.6043706072354664 3.858787020215222 -0.5769640989300474 3.7201037798526504 -1.6069245300571977 -0.4319569090410823 0 0.0 3.7612875287206533 0 0.0 -1.6070342052101578 -0.4272564096573513 0.06960839961585198
401 -6.7056127087060755 4.048951324746993 -0.6038152664990823 3.8659834709775613 -0.5765294893870402 3.7280618227569273 -1.6095355286944286 -0.43173520322797815 0 0.0 3.7695730685244015 0 0.0 -1.6098122479773567 -0.4270542628339387 0.06943184588860608
402 -6.723138890094413 4.055824719428543 -0.6032635627094098 3.8731889776717234 -0.5760983137472164 3.7360109216703434 -1.6121462952260497 -0.43151541283644607 0 0.0 3.7778487732413666 0 0.0 -1.6125896003789582 -0.42685393121106013 0.06925519038539117
403 -6.740667075505539 4.062704343084692 -0.6027154727531171 3.8804034608068316 -0.5756705408145095 3.7439510229346915 -1.614756774710938 -0.43129751559763 0 0.0 3.786114574370667 0 0.0 -1.6153662024428714 -0.4266553932038308 0.06907843644633317
404 -6.75819718073079 4.069590176836848 -0.6021709737088179 3.887626839661962 -0.5752461397170389 3.7518820728363274 -1.6173669124405152 -0.4310814895143618 0 0.0 3.7943704035446943 0 0.0 -1.6181419945537798 -0.4264586275082987 0.06890158743974457
405 -6.775729119131453 4.0764822002436265 -0.6016300428441818 3.894859032314025 -0.5748250799042107 3.759804017612512 -1.6199766539446419 -0.4308673128588581 0 0.0 3.8026161925366146 0 0.0 -1.620916917457583 -0.4262636130985169 0.06872464676157765
406 -6.793262801669311 4.083380391319507 -0.6010926576130834 3.9020999556655167 -0.5744073311438286 3.767716803457797 -1.6225859449974147 -0.4306549641704221 0 0.0 3.8108518732678673 0 0.0 -1.6236909122657306 -0.42607032922363086 0.06854761783487127
407 -6.8107981369375965 4.090284726553526 -0.6005587956527926 3.9093495254721304 -0.5739928635192127 3.775620376530449 -1.6251947316228548 -0.430444422253146 0 0.0 3.8190773778156646 0 0.0 -1.6264639204594524 -0.42587875540498066 0.06837050410919167
408 -6.828335031192346 4.097195180928013 -0.6000284347812049 3.9166076563702252 -0.5735816474263299 3.7835146829589106 -1.6278029601004922 -0.430235666173618 0 0.0 3.8272926384204897 0 0.0 -1.629235883893875 -0.42568887143321626 0.06819330906006606
409 -6.845873388384131 4.104111727937354 -0.5995015529941125 3.9238742619041482 -0.573173653570932 3.7913996688482925 -1.6304105769708448 -0.43002867525863137 0 0.0 3.83549758749359 0 0.0 -1.6320067448020337 -0.42550065736542747 0.06801603618841048
410 -6.863413110190176 4.11103433960679 -0.5989781284625134 3.931149254553403 -0.5727688529657041 3.7992752802869063 -1.6330175290407913 -0.4298234290928959 0 0.0 3.8436921576244614 0 0.0 -1.6347764457987757 -0.42531409352228816 0.06783868901995198
411 -6.880954096046826 4.117962986511255 -0.5984581395299621 3.938432545759662 -0.5723672169274213 3.8071414633528224 -1.6356237633888333 -0.4296199075167525 0 0.0 3.8518762815883245 0 0.0 -1.6375449298845524 -0.42512916048521404 0.067661271104644
412 -6.898496243182363 4.124897637794234 -0.5979415647099587 3.9457240459536225 -0.5719687170741157 3.8149981641204604 -1.638229227370253 -0.4294180906238898 0 0.0 3.860049892353588 0 0.0 -1.6403121404491046 -0.4249458390935349 0.06748378601607727
413 -6.916039446650157 4.131838261186653 -0.5974283826833787 3.9530236645816914 -0.571573325322251 3.822845328667209 -1.6408338686221589 -0.42921795875906305 0 0.0 3.8682129230892994 0 0.0 -1.6430780212750364 -0.42476411044167983 0.06730623735088466
414 -6.933583599362133 4.138784823025795 -0.5969185722959409 3.9603313101325037 -0.5711810138839086 3.830682903080069 -1.6434376350684246 -0.42901949251581617 0 0.0 3.8763653071725757 0 0.0 -1.6458425165412838 -0.4245839558763781 0.06712862872814078
415 -6.951128592122547 4.145737288274243 -0.5964121125557152 3.9676468901632664 -0.57079175526398 3.8385108334623235 -1.6460404749245157 -0.4288226727342053 0 0.0 3.884506978196016 0 0.0 -1.6486055708264689 -0.42440535699387244 0.06695096378875683
416 -6.968674313662063 4.152695620538834 -0.5959089826306688 3.9749703113259276 -0.57040552225737 3.8463290659402265 -1.6486423367022072 -0.4286274804985257 0 0.0 3.8926378699750943 0 0.0 -1.6513671291121506 -0.42422829563714753 0.06677324619487067
417 -6.986220650672088 4.159659782089645 -0.5954091618462519 3.982301479393158 -0.5700222879462092 3.8541375466697168 -1.6512431692141887 -0.42843389713503993 0 0.0 3.9007579165555275 0 0.0 -1.6541271367859611 -0.4240527538931714 0.06659547962923217
418 -7.003767487839398 4.166629733878986 -0.5949126296830216 3.9896402992841518 -0.5696420256970754 3.861936221843146 -1.6538429215785608 -0.4282419042097097 0 0.0 3.9088670522206144 0 0.0 -1.6568855396446385 -0.4238787140901524 0.06641766779458398
419 -7.021314707880994 4.173605435560417 -0.5944193657743047 3.9969866750902323 -0.5692647091582237 3.869725037696025 -1.6564415432232178 -0.42805148352592975 0 0.0 3.916965211498548 0 0.0 -1.6596422838969456 -0.42370615879480883 0.06623981441303901
420 -7.0388621915792156 4.1805868455077615 -0.5939293499038968 4.004340510100268 -0.5688903122568262 3.8775039405137823 -1.6590389838901196 -0.4278626171222643 0 0.0 3.925052329169697 0 0.0 -1.6623973161664856 -0.4235350708096542 0.06606192322545261
421 -7.056409817817063 4.187573920834146 -0.593442562003803 4.011701706825885 -0.5685188091962218 3.88527287663854 -1.6616351936394516 -0.4276752872701865 0 0.0 3.9331283402738517 0 0.0 -1.6651505834944054 -0.4233654331702957 0.06588399799079252
422 -7.07395746361374 4.194566617411037 -0.5929589821520127 4.019070167026488 -0.5681501744531753 3.893031792475893 -1.6642301228536727 -0.42748947647182056 0 0.0 3.9411931801174362 0 0.0 -1.667902033341995 -0.42319722914274815 0.06570604248550414
423 -7.091505004160395 4.201564889887282 -0.5924785905703144 4.026445791734059 -0.5677843827751445 3.9007806345016993 -1.666823722241451 -0.427305167457687 0 0.0 3.9492467842806795 0 0.0 -1.6706516135931757 -0.42303044222076136 0.06552806050287349
424 -7.109052312856041 4.208568691708159 -0.5920013676221464 4.033828481277764 -0.5674214091775596 3.908519349268878 -1.6694159428414868 -0.42712234318445047 0 0.0 3.957289088624749 0 0.0 -1.6733992725568851 -0.422865056123163 0.06535005585238635
425 -7.1265992613436415 4.215577975134413 -0.5915272938104861 4.041218135308335 -0.5670612289411104 3.9162478834142074 -1.672006736026225 -0.42694098683267206 0 0.0 3.96532002929884 0 0.0 -1.6761449589693538 -0.42270105479121567 0.06517203235908513
426 -7.144145719546369 4.222592691261298 -0.591056349775774 4.048614652822241 -0.5667038176090444 3.9239661836651267 -1.6745960535054552 -0.4267610818045638 0 0.0 3.973339542747218 0 0.0 -1.6788886219962773 -0.4225384223859892 0.06499399386292298
427 -7.161691555703993 4.229612790037608 -0.5905885162938769 4.056017932185637 -0.5663491509844745 3.931674196846538 -1.677183847329798 -0.42658261172174694 0 0.0 3.9813475657162143 0 0.0 -1.6816302112348815 -0.42237714328574805 0.06481594421811579
428 -7.179236636409402 4.236638220284704 -0.5901237742740851 4.063427871158095 -0.5659972051276977 3.9393718698876037 -1.679770069894083 -0.4264055604230147 0 0.0 3.989344035261179 0 0.0 -1.6843696767158856 -0.4222172020833524 0.06463788729249158
429 -7.1967808266452415 4.243668929715515 -0.5896621047571472 4.070844366916098 -0.5656479563535228 3.9470591498285383 -1.6823546739406132 -0.4262299119620985 0 0.0 3.9973288887533647 0 0.0 -1.6871069689053595 -0.4220585835836772 0.06445982696683843
430 -7.214323989820653 4.250704864953535 -0.5892034889133398 4.078267316076317 -0.5653013812286107 3.954735983827398 -1.6849376125623192 -0.42605565060543804 0 0.0 4.005302063886782 0 0.0 -1.6898420387064796 -0.4219012728010435 0.06428176713425117
431 -7.231865987808111 4.2577459715518025 -0.5887479080405738 4.0856966147186515 -0.5649574565688233 3.962402319166855 -1.6875188392058023 -0.42588276082995635 0 0.0 4.01326349868497 0 0.0 -1.6925748374611809 -0.4217452549566677 0.0641037116994752
432 -7.249406680980322 4.264792194011846 -0.5882953435625337 4.0931321584090306 -0.564616159436585 3.970058103260963 -1.6900983076742675 -0.42571122732083916 0 0.0 4.021213131507732 0 0.0 -1.695305316951708 -0.4215905154761251 0.06392566457825107
433 -7.266945928247205 4.27184347580262 -0.5878457770268553 4.1005738422219835 -0.5642774671382543 3.977703283661912 -1.692675972130348 -0.4255410349693188 0 0.0 4.0291509010578 0 0.0 -1.698033429402067 -0.42143703998682963 0.06374762969665683
434 -7.284483587092899 4.278899759379405 -0.587399190103335 4.108021560762963 -0.5639413572215073 3.9853378080667623 -1.695251787098819 -0.42537216887046386 0 0.0 4.037076746387439 0 0.0 -1.700759127479374 -0.4212848143155295 0.06356961099044982
435 -7.302019513612834 4.285960986202675 -0.5869555645821743 4.115475208190437 -0.5636078074727324 3.9929616243241637 -1.6978257074692031 -0.4252046143209733 0 0.0 4.044990606904982 0 0.0 -1.7034823642951087 -0.42113382448581893 0.0633916124044084
436 -7.319553562550806 4.293027096756944 -0.5865148823722602 4.122934678237722 -0.5632767959144371 4.000574680441056 -1.7003976884982686 -0.4250383568169768 0 0.0 4.052892422381313 0 0.0 -1.706203093406269 -0.42098405671566635 0.06321363789167321
437 -7.337085587336076 4.300098030569558 -0.5860771254994754 4.130399864234577 -0.5629483008026663 4.008176924589345 -1.7029676858124179 -0.42487338205184 0 0.0 4.060782132956264 0 0.0 -1.7089212688164266 -0.42083549741495874 0.06303569141308825
438 -7.3546154401204635 4.30717372622946 -0.5856422761050456 4.137870659128548 -0.5626223006244324 4.015768305112556 -1.7055356554099734 -0.42470967591397674 0 0.0 4.068659679144957 0 0.0 -1.7116368449766888 -0.42068813318306214 0.06285777693654258
439 -7.372142971815427 4.314254121405918 -0.5852103164439189 4.145346955506057 -0.562298774095159 4.023348770532459 -1.7081015536633528 -0.42454722448466703 0 0.0 4.076525001844065 0 0.0 -1.7143497767865634 -0.4205419508063993 0.06267989843631196
440 -7.389668032129121 4.321339152867188 -0.584781228883176 4.152828645613249 -0.5619777001561368 4.0309182695556665 -1.7106653373211425 -0.42438601403588155 0 0.0 4.084378042337999 0 0.0 -1.7170600195947339 -0.42039693725604454 0.06250205989240148
441 -7.407190469603415 4.328428756499147 -0.5843549959004758 4.160315621376562 -0.5616590579719909 4.038476751080206 -1.7132269635100656 -0.4242260310281133 0 0.0 4.09221874230503 0 0.0 -1.7197675291997367 -0.42025307968533493 0.062324265289889234
442 -7.424710131650859 4.3355228673238635 -0.5839316000825308 4.167807774423071 -0.5613428269281636 4.046024164202051 -1.715786389736845 -0.42406726210821555 0 0.0 4.100047043823323 0 0.0 -1.7224722618505501 -0.42011036542749824 0.062146518618270384
443 -7.4422268645916 4.342621419518125 -0.5835110241236151 4.175304996100547 -0.5610289866284089 4.0535604582216225 -1.7183435738899662 -0.42390969410724855 0 0.0 4.1078628893769 0 0.0 -1.725174174247092 -0.41996878199329934 0.06196882387080325
444 -7.45974051369021 4.349724346431895 -0.5830932508241038 4.182807177497269 -0.5607175168923004 4.061085582650261 -1.720898474241337 -0.4237533140383316 0 0.0 4.115666221861517 0 0.0 -1.7278732235406287 -0.4198283170687032 0.06179118504385703
445 -7.4772509231924404 4.356831580606715 -0.5826782630890431 4.190314209461578 -0.5604083977527542 4.068599487216641 -1.723451049447846 -0.42359810909450607 0 0.0 4.123456984590462 0 0.0 -1.7305693673340943 -0.4196889585125557 0.06161360613626036
446 -7.4947579363618795 4.363943053794052 -0.582266043926751 4.197825982621167 -0.5601016094535648 4.07610212187317 -1.7260012585528237 -0.42344406664660333 0 0.0 4.131235121300271 0 0.0 -1.7332625636823253 -0.419550694354282 0.06143609114865281
447 -7.512261395516498 4.371058696973564 -0.5818565764474488 4.205342387402098 -0.5597971324469552 4.0835934368023254 -1.7285490609874012 -0.42329117424112345 0 0.0 4.13900057615636 0 0.0 -1.735952771092207 -0.41941351279160277 0.061258644082838244
448 -7.529761142065081 4.378178440371313 -0.5814498438619226 4.212863314047575 -0.5594949473911429 4.091073382422954 -1.731094416571774 -0.42313941959812185 0 0.0 4.146753293758565 0 0.0 -1.7386399485227388 -0.4192774021882689 0.06108126894114016
449 -7.547257016543533 4.385302213477896 -0.5810458294802132 4.220388652636441 -0.5591950351479192 4.098541909396535 -1.733637285516369 -0.4229887906091042 0 0.0 4.154493219146604 0 0.0 -1.7413240553850127 -0.419142351071813 0.06090396972576031
450 -7.564748858651042 4.3924299450665005 -0.5806445167103361 4.227918293101408 -0.5588973767802434 4.105998968633374 -1.7361776284229147 -0.42283927533493215 0 0.0 4.162220297805445 0 0.0 -1.7440050515421137 -0.4190083481313208 0.06072675043813946
451 -7.5822365072860896 4.399561563210889 -0.5802458890570302 4.23545212524703 -0.5586019535498539 4.11344451129877 -1.7387154062854178 -0.422690862003737 0 0.0 4.169934475670578 0 0.0 -1.7466828973089368 -0.4188753822152201 0.06054961507832176
452 -7.599719800582311 4.406696995303305 -0.5798499301205358 4.242990038767411 -0.5583087469148931 4.1208784888191134 -1.7412505804910472 -0.4225435390088445 0 0.0 4.177635699133214 0 0.0 -1.7493575534519261 -0.4187434423290875 0.06037256764432163
453 -7.617198575944184 4.413836168072284 -0.5794566235953971 4.250531923263637 -0.5580177385275485 4.128300852887948 -1.7437831128209256 -0.4223972949067082 0 0.0 4.185323915045375 0 0.0 -1.7520289811887366 -0.418612517633475 0.060195612131494956
454 -7.6346726700825265 4.420979007600396 -0.5790659532692981 4.258077668260952 -0.5577289102317106 4.1357115554719615 -1.7463129654508294 -0.42225211841485466 0 0.0 4.192999070724893 0 0.0 -1.754697142187818 -0.4184825974417549 0.06001875253191225
455 -7.652141919049821 4.4281254393418825 -0.5786779030219201 4.265627163225663 -0.5574422440606449 4.143110548816926 -1.7488401009518 -0.4221079984098384 0 0.0 4.200661113960326 0 0.0 -1.7573619985679243 -0.418353671217983 0.059841992833737645
456 -7.669606158275333 4.435275388140219 -0.5782924568238301 4.273180297581787 -0.5571577222346836 4.150497785453588 -1.7513644822906675 -0.421964923925208 0 0.0 4.208309993015764 0 0.0 -1.7600235128975497 -0.4182257285747811 0.05966533702061011
457 -7.6870652226000225 4.442428778245574 -0.5779095987353932 4.280736960727422 -0.5568753271589302 4.157873218203487 -1.7538860728304866 -0.42182288414948277 0 0.0 4.2159456566355535 0 0.0 -1.7626816481942915 -0.4180987592712384 0.05948878907102955
458 -7.704518946311243 4.449585533332174 -0.5775293129057122 4.288297042050862 -0.556595041420984 4.165236800184716 -1.7564048363308868 -0.4216818684241423 0 0.0 4.223568054048911 0 0.0 -1.7653363679241436 -0.41797275321083294 0.05931235295774723
459 -7.7219671631772115 4.456745576515569 -0.577151583571593 4.29586043094644 -0.5563168477886797 4.172588484817626 -1.7589207369483364 -0.421541866241625 0 0.0 4.23117713497445 0 0.0 -1.767987636000716 -0.4178477004393701 0.059136032647160004
460 -7.739409706481248 4.463908830369809 -0.5767763950565349 4.303427016830117 -0.5560407292078463 4.17992822583046 -1.7614337392363286 -0.4214028672433413 0 0.0 4.2387728496246 0 0.0 -1.770635416784392 -0.4177235911429426 0.05895983209871052
461 -7.756846409055773 4.471075216944497 -0.5764037317697455 4.310996689154797 -0.555766668800081 4.18725597726492 -1.7639438081454815 -0.42126486121769763 0 0.0 4.246355148709937 0 0.0 -1.7732796750814148 -0.41760041564590883 0.05878375526429017
462 -7.774277103316055 4.478244657781756 -0.576033578205181 4.318569337425385 -0.5554946498605425 4.19457169348167 -1.766450909023557 -0.4211278380981322 0 0.0 4.253923983443403 0 0.0 -1.7759203761429077 -0.4174781644088906 0.05860780608764904
463 -7.7917016212937025 4.4854170739330765 -0.5756659189406096 4.326144851213586 -0.555224655855763 4.201875329165769 -1.7689550076154048 -0.4209917879611648 0 0.0 4.261479305544429 0 0.0 -1.7785574856638338 -0.4173568280267907 0.058431988503809575
464 -7.809119794669889 4.492592385976059 -0.5753007386366996 4.333723120172441 -0.5549566704214759 4.209166839332038 -1.7714560700628257 -0.4208567010244578 0 0.0 4.269021067242964 0 0.0 -1.781190969781889 -0.4172363972268296 0.058256306438486415
465 -7.826531454808305 4.499770514031039 -0.5749380220361296 4.341304034050595 -0.5546906773604638 4.216446179330354 -1.7739540629043595 -0.42072256764489163 0 0.0 4.27654922128339 0 0.0 -1.7838207950763383 -0.4171168628666022 0.05808076380751063
466 -7.843936432787836 4.506951377777605 -0.5745777539627225 4.348887482706323 -0.5544266606404245 4.22371330485086 -1.776448953074998 -0.4205893783166527 0 0.0 4.284063720928345 0 0.0 -1.7864469285667866 -0.4169982159321543 0.05790536451626029
467 -7.861334559434952 4.514134896470998 -0.574219919320602 4.356473356121289 -0.5541646043918551 4.230968171929123 -1.7789407079058264 -0.42045712366933563 0 0.0 4.291564519962434 0 0.0 -1.7890693377118951 -0.41688044753607845 0.0577301124590969
468 -7.878725665355797 4.52132098895839 -0.5738645030933706 4.364061544414047 -0.5539044929059563 4.238210736951199 -1.781429295123587 -0.42032579446605733 0 0.0 4.2990515726958485 0 0.0 -1.79168799040804 -0.41676354891562944 0.05755501151880643
469 -7.896109580967994 4.528509573695044 -0.5735114903433102 4.371651937853294 -0.5536463106325542 4.2454409566586335 -1.7839146828501802 -0.42019538160158676 0 0.0 4.3065248339678694 0 0.0 -1.7943028549879134 -0.4166475114308607 0.05738006556604775
470 -7.913486136532133 4.535700568760347 -0.5731608662106019 4.37924442687087 -0.5533900421780423 4.252658788153375 -1.7863968396020906 -0.42006587610048884 0 0.0 4.3139842591502795 0 0.0 -1.7969139002190713 -0.4165323265627787 0.05720527845880612
471 -7.93085516218295 4.54289389187373 -0.5728126159125706 4.386838902074503 -0.5531356723033428 4.259864188902616 -1.788875734289746 -0.419937269115281 0 0.0 4.321429804150662 0 0.0 -1.799521095302428 -0.4164179859115189 0.05703065404185335
472 -7.948216487960197 4.550089460410449 -0.5724667247429452 4.394435254260306 -0.552883185921887 4.267057116743558 -1.791351336216813 -0.4198095519246057 0 0.0 4.328861425415602 0 0.0 -1.8021244098707005 -0.41630448119454033 0.05685619614621407
473 -7.965569943839176 4.55728719141725 -0.5721231780711435 4.402033374425024 -0.5526325680976156 4.274237529888092 -1.7938236150794244 -0.41968271593141676 0 0.0 4.336279079933777 0 0.0 -1.804723813986799 -0.41619180424484126 0.05668190858863861
474 -7.982915359760954 4.564487001627888 -0.5717819613415731 4.409633153778042 -0.5523838040429991 4.281405386927394 -1.7962925409653445 -0.41955675266118103 0 0.0 4.343682725238949 0 0.0 -1.807319278142172 -0.4160799470091937 0.05650779517108237
475 -8.000252565662246 4.571688807478537 -0.5714430600729543 4.417234483753146 -0.5521368791170777 4.288560646836445 -1.798758084353072 -0.4194316537600948 0 0.0 4.351072319412852 0 0.0 -1.809910773255103 -0.41596890154639815 0.05633385968019139
476 -8.01758139150496 4.578892525123048 -0.5711064598576598 4.424837256020034 -0.5518917788235211 4.295703268978472 -1.8012202161108835 -0.41930741099331514 0 0.0 4.358447821087967 0 0.0 -1.812498270668958 -0.4158586600255587 0.05616010588679554
477 -8.034901667305396 4.586098070448082 -0.5707721463610751 4.4324413624956 -0.5516484888087092 4.302833213109289 -1.8036789074958137 -0.4191840162432068 0 0.0 4.365809189450206 0 0.0 -1.8150817421503926 -0.41574921472437715 0.05598653754540764
478 -8.052213223163102 4.593305359088106 -0.5704401053209748 4.440046695354971 -0.5514069948598324 4.309950439381571 -1.806134130152584 -0.41906146150760465 0 0.0 4.373156384241482 0 0.0 -1.8176611598875112 -0.4156405580274674 0.055813158393730376
479 -8.069515889289374 4.600514306440251 -0.5701103225469188 4.447653147042313 -0.5511672829030129 4.317054908349037 -1.808585856112468 -0.4189397388980911 0 0.0 4.380489365762173 0 0.0 -1.8202364964879862 -0.4155326824246903 0.05563997215216915
480 -8.08680949603541 4.6077248276790295 -0.5697827839196637 4.4552606102814005 -0.5509293390014454 4.32414658097054 -1.8110340577921085 -0.41881884063829034 0 0.0 4.387808094873492 0 0.0 -1.8228077249771377 -0.4154255805095078 0.055466982523353386
481 -8.1040938739201 4.614936837770914 -0.5694574753905934 4.462868978085955 -0.5506931493535603 4.331225418614083 -1.813478707992274 -0.4186987590621769 0 0.0 4.395112532999746 0 0.0 -1.8253748187959677 -0.4153192449773557 0.05529419319166378
482 -8.121368853657458 4.6221502514887804 -0.569134382981164 4.470478143769753 -0.5504587002912045 4.338291383060739 -1.8159197798965692 -0.41857948661240146 0 0.0 4.402402642130491 0 0.0 -1.8279377517991624 -0.41521366862403875 0.055121607822767454
483 -8.138634266183685 4.629364983426195 -0.5688134927823667 4.478088000956515 -0.5502259782778458 4.345344436508481 -1.8183572470700893 -0.41846101583863254 0 0.0 4.40967838482259 0 0.0 -1.8304964982530525 -0.41510884434414297 0.05494923006316066
484 -8.155889942683862 4.636580948011577 -0.5684947909542065 4.485698443589565 -0.5499949699067977 4.352384541575939 -1.8207910834580288 -0.41834333939591317 0 0.0 4.416939724202156 0 0.0 -1.8330510328335394 -0.41500476512946943 0.0547770635397181
485 -8.173135714618287 4.643798059522195 -0.5681782637251944 4.493309365941261 -0.5497656618994629 4.359411661306047 -1.8232212633842404 -0.4182264500430356 0 0.0 4.424186623966406 0 0.0 -1.8356013306239876 -0.41490142406748654 0.05460511185925044
486 -8.19037141374841 4.651016232098033 -0.5678638973918578 4.50092066262222 -0.5495380411035995 4.36642575916962 -1.8256477615497464 -0.41811034064093117 0 0.0 4.431419048385402 0 0.0 -1.8381473671130808 -0.4147988143398025 0.054433378608069134
487 -8.20759687216242 4.658235379755507 -0.567551678318263 4.508532228590315 -0.5493120944916088 4.373426799068829 -1.8280705530312071 -0.4179950041510771 0 0.0 4.4386369623037 0 0.0 -1.8406891181926472 -0.41469692922065654 0.054261867351558524
488 -8.224811922300447 4.6654554164010325 -0.5672415929355529 4.5161439591594625 -0.5490878091588404 4.380414745340592 -1.8304896132793416 -0.41788043363391947 0 0.0 4.445840331141883 0 0.0 -1.8432265601554543 -0.4145957620754307 0.054090581633756095
489 -8.242016396979363 4.672676255844437 -0.5669336277415 4.523755750008201 -0.548865172321924 4.38738956275987 -1.8329049181173085 -0.41776662224731353 0 0.0 4.453029120898013 0 0.0 -1.8457596696929714 -0.41449530635917986 0.0539195249769401
490 -8.259210129417236 4.679897811812235 -0.5666277693000705 4.531367497188055 -0.5486441713171166 4.394351216542879 -1.8353164437390446 -0.41765356324497965 0 0.0 4.46020329814896 0 0.0 -1.8482884238931057 -0.41439555561518204 0.053748700881224916
491 -8.27639295325736 4.687119997960743 -0.5663240042410048 4.538979097131691 -0.5484247935986744 4.401299672350207 -1.8377241667075621 -0.41754124997497694 0 0.0 4.467362830051646 0 0.0 -1.850812800237909 -0.41429650347350727 0.05357811282416427
492 -8.29356470259195 4.694342727889052 -0.5660223192594073 4.546590446660879 -0.5482070267372429 4.408234896289842 -1.8401280639532087 -0.4174296758781931 0 0.0 4.4745076843441876 0 0.0 -1.8533327766012577 -0.41419814364960555 0.053407764260362124
493 -8.310725211985384 4.701565915151842 -0.5657227011153537 4.554201442994241 -0.5479908584182714 4.415156854920103 -1.8425281127718884 -0.4173188344868511 0 0.0 4.481637829346937 0 0.0 -1.8558483312465086 -0.4141004699429142 0.053237658621091886
494 -8.327874316497123 4.708789473272044 -0.5654251366335051 4.561811983754811 -0.547776276440445 4.422065515252487 -1.8449242908232486 -0.4172087194230339 0 0.0 4.488753233963422 0 0.0 -1.8583594428241288 -0.4140034762354843 0.05306779931392246
495 -8.3450118517042 4.716013315753357 -0.5651296127027384 4.569421966977389 -0.5475632687141399 4.428960844754418 -1.8473165761288268 -0.4170993243972241 0 0.0 4.4958538676811965 0 0.0 -1.8608660903693026 -0.413907156490625 0.05289818972235377
496 -8.362137653723343 4.723237356092604 -0.5648361162757858 4.577031291115716 -0.5473518232598978 4.435842811351916 -1.8497049470701694 -0.41699064320686174 0 0.0 4.502939700572584 0 0.0 -1.8633682532995168 -0.41381150475156814 0.05272883320545831
497 -8.379251559232682 4.7304615077919365 -0.5645446343688866 4.5846398550494465 -0.5471419282069243 4.442711383432159 -1.8520893823869127 -0.4168826697349187 0 0.0 4.5100107032953325 0 0.0 -1.865865911412124 -0.41371651514015045 0.052559733097532285
498 -8.396353405493091 4.737685684370887 -0.5642551540614503 4.592247558090931 -0.5469335717916036 4.449566529845962 -1.854469861174839 -0.41677539794849144 0 0.0 4.5170668470931705 0 0.0 -1.8683590448818854 -0.4136221818555142 0.05239089270775384
499 -8.413443030369132 4.7449097993782665 -0.5639676624957295 4.599854299991828 -0.546726742356038 4.456408219910165 -1.856846362883894 -0.41666882189740806 0 0.0 4.524108103796269 0 0.0 -1.8708476342584943 -0.41352849917282675 0.05222231531984949
500 -8.430520272349598 4.752133766403906 -0.5636821468765034 4.607459980949521 -0.5465214283466061 4.463236423409926 -1.859218867316181 -0.4165629357128548 0 0.0 4.531134445821614 0 0.0 -1.8733316604640837 -0.4134354614420185 0.052054004191768394
501 -8.44758497056768 4.759357499090245 -0.5633985944707716 4.615064501613358 -0.5463176183125418 4.470051110600925 -1.8615873546239252 -0.4164577336060181 0 0.0 4.538145846173268 0 0.0 -1.8758111047907127 -0.4133430630865391 0.051885962555364755
502 -8.46463696482073 4.766580911143762 -0.5631169926074568 4.622667763090724 -0.5461153009045351 4.476852252211473 -1.8639518053074118 -0.4163532098667446 0 0.0 4.545142278442567 0 0.0 -1.8782859488978385 -0.41325129860213083 0.051718193616088315
